"Creditability","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex...Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
1,4,24,2,"Radio or Television",3430,3,"Over 7 years",3,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",2,2,1
1,2,36,2,"Education",2273,1,"Less than 7 year",3,"Male married/widowed",1,1,3,"Thirties",3,"Rent",2,"Skilled employee",2,1,1
1,3,21,2,"New Car",2923,2,"Less than 4 year",1,"Male single",1,1,3,"Twenties",1,"Rent",1,"Highly qualified employee",1,2,1
1,4,24,2,"Radio or Television",1901,2,"Less than 4 year",4,"Male married/widowed",1,4,3,"Twenties",3,"For free",1,"Highly qualified employee",1,2,1
1,2,36,2,"Education",3711,5,"Less than 4 year",2,"Female",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,48,2,"New Car",8487,5,"Less than 7 year",1,"Male single",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"New Car",2255,5,"Less than 1 year",4,"Male married/widowed",1,1,2,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,2,"Radio or Television",1262,1,"Less than 4 year",3,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,33,4,"Used Car",7253,1,"Less than 7 year",3,"Male married/widowed",1,2,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,4,6,4,"New Car",6761,1,"Less than 7 year",1,"Male married/widowed",1,3,4,"Forties",3,"Rent",2,"Highly qualified employee",2,2,1
1,4,18,4,"Furniture Or Equipment",1817,1,"Less than 4 year",4,"Male single",1,2,4,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,12,2,"Radio or Television",2141,2,"Less than 7 year",3,"Male married/widowed",1,1,4,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,48,1,"Business",3609,1,"Less than 4 year",1,"Male single",1,1,1,"Twenties",2,"Rent",1,"Skilled employee",1,1,1
1,4,30,2,"Radio or Television",2333,3,"Over 7 years",4,"Male married/widowed",1,2,3,"Thirties",1,"Rent",1,"Highly qualified employee",1,1,1
1,4,28,1,"Used Car",7824,5,"Less than 1 year",3,"Male married/widowed",3,4,1,"Forties",1,"For free",2,"Skilled employee",2,2,1
1,3,18,1,"Radio or Television",1445,5,"Less than 7 year",4,"Male married/widowed",1,4,3,"Forties",1,"Rent",1,"Unskilled",1,1,1
1,1,24,2,"Furniture Or Equipment",7721,5,"Less than 1 year",1,"Male single",1,2,2,"Thirties",3,"Rent",1,"Skilled employee",1,2,2
1,1,21,2,"New Car",3763,5,"Less than 7 year",2,"Male married/widowed",2,2,1,"Twenties",3,"Rent",1,"Unskilled",1,1,2
1,2,18,2,"Business",4439,1,"Over 7 years",1,"Male married/widowed",2,1,1,"Thirties",1,"Rent",1,"Highly qualified employee",1,2,1
1,1,12,2,"Radio or Television",1107,1,"Less than 4 year",2,"Male married/widowed",1,2,1,"under 20",3,"For free",1,"Highly qualified employee",2,2,1
1,2,15,2,"Radio or Television",1444,5,"Less than 1 year",4,"Male married/widowed",1,1,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,48,1,"New Car",12169,5,"Unemployed",4,"Male married/widowed",2,4,4,"Thirties",3,"Own",1,"Highly qualified employee",1,2,1
1,4,9,2,"Radio or Television",2753,2,"Over 7 years",3,"Male married/widowed",2,4,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,3,4,2,"New Car",1494,5,"Less than 1 year",1,"Male married/widowed",1,2,1,"Twenties",3,"Rent",1,"Unskilled",2,1,2
1,1,24,1,"Furniture Or Equipment",2828,3,"Less than 4 year",4,"Male married/widowed",1,4,1,"Twenties",2,"Rent",1,"Skilled employee",1,2,1
1,1,24,1,"Furniture Or Equipment",2483,3,"Less than 4 year",4,"Male married/widowed",1,4,1,"Twenties",2,"Rent",1,"Skilled employee",1,2,1
1,3,6,4,"New Car",1299,1,"Less than 4 year",1,"Male married/widowed",1,1,1,"Over Seventy",3,"Rent",3,"Unemployed/unskilled",2,1,2
1,2,9,2,"New Car",1549,5,"Less than 1 year",4,"Male married/widowed",1,2,1,"Thirties",3,"Rent",1,"Unemployed/unskilled",1,1,1
1,3,10,2,"New Car",3949,1,"Less than 1 year",1,"Male married/widowed",3,1,2,"Thirties",3,"Rent",1,"Unskilled",2,1,1
1,4,10,2,"Used Car",2901,5,"Less than 1 year",1,"Male single",1,4,1,"Thirties",3,"For free",1,"Skilled employee",1,1,1
1,3,6,2,"New Car",709,4,"Less than 1 year",2,"Female",1,2,1,"Twenties",3,"Rent",1,"Unemployed/unskilled",1,1,2
1,1,47,2,"New Car",10722,1,"Less than 1 year",1,"Male single",1,1,1,"Thirties",3,"Rent",1,"Unskilled",1,2,1
1,4,10,2,"New Car",1287,5,"Over 7 years",4,"Male married/widowed",2,2,2,"Forties",3,"Rent",1,"Unskilled",1,1,2
1,1,18,1,"Radio or Television",1940,1,"Less than 1 year",3,"Male married/widowed",2,4,4,"Thirties",1,"Own",1,"Highly qualified employee",1,2,1
1,3,30,4,"Radio or Television",3656,5,"Over 7 years",4,"Male married/widowed",1,4,2,"Forties",2,"Rent",2,"Unskilled",1,1,1
1,4,24,3,"Used Car",4679,1,"Less than 7 year",3,"Male married/widowed",1,3,3,"Thirties",3,"Rent",2,"Unskilled",1,2,1
1,4,27,3,"Used Car",8613,4,"Less than 4 year",2,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,1,18,2,"Furniture Or Equipment",2659,4,"Less than 4 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,4,"Radio or Television",1516,4,"Less than 4 year",4,"Male single",1,1,1,"Forties",3,"Rent",2,"Unskilled",1,1,1
1,1,18,2,"New Car",4380,2,"Less than 4 year",3,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Unskilled",2,2,1
1,4,14,3,"New Car",802,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Unskilled",1,1,1
1,4,21,2,"Business",1572,4,"Over 7 years",4,"Male single",1,4,1,"Thirties",1,"Rent",1,"Unskilled",1,1,1
1,2,48,1,"Business",3566,2,"Less than 7 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"Radio or Television",1278,1,"Over 7 years",4,"Male married/widowed",1,1,1,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,6,0,"Radio or Television",426,1,"Over 7 years",4,"Female",1,4,3,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,4,39,2,"Used Car",8588,2,"Over 7 years",4,"Male married/widowed",1,2,3,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
1,1,30,2,"Used Car",3857,1,"Less than 4 year",4,"Male Divorced",1,4,2,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
0,2,12,2,"New Car",685,1,"Less than 7 year",2,"Female",1,3,3,"Twenties",1,"Rent",1,"Unskilled",1,1,1
1,1,24,2,"Radio or Television",1603,1,"Over 7 years",4,"Male single",1,4,3,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,4,21,2,"Furniture Or Equipment",2241,1,"Over 7 years",4,"Male married/widowed",1,2,1,"Fifties",3,"Rent",2,"Skilled employee",1,1,1
1,1,24,2,"Radio or Television",2384,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Sixties",1,"For free",1,"Unskilled",1,1,1
1,4,4,2,"Furniture Or Equipment",601,1,"Less than 1 year",1,"Male single",1,3,1,"Twenties",3,"For free",1,"Unskilled",2,1,1
1,4,39,2,"Used Car",2569,3,"Less than 4 year",4,"Male married/widowed",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,15,4,"Radio or Television",1316,3,"Less than 4 year",2,"Female",1,2,2,"Forties",3,"Rent",2,"Unskilled",1,1,1
1,4,60,2,"New Car",10366,1,"Over 7 years",2,"Male married/widowed",1,4,2,"Forties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,18,2,"Business",1568,2,"Less than 4 year",3,"Male single",1,4,2,"Twenties",3,"For free",1,"Unskilled",1,1,1
1,4,18,4,"Radio or Television",629,3,"Over 7 years",4,"Male married/widowed",1,3,2,"Thirties",1,"Rent",2,"Highly qualified employee",1,2,1
1,4,6,1,"Radio or Television",1750,3,"Over 7 years",2,"Male married/widowed",1,4,2,"Forties",1,"Rent",1,"Unskilled",2,1,1
1,4,24,2,"Used Car",3488,2,"Less than 7 year",3,"Male single",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,18,4,"Radio or Television",1800,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,24,3,"Furniture Or Equipment",4151,2,"Less than 4 year",2,"Male married/widowed",1,3,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,2,15,2,"Repairs",2631,2,"Less than 4 year",3,"Male single",1,2,1,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,4,21,2,"Used Car",5248,5,"Less than 4 year",1,"Male married/widowed",1,3,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,18,3,"New Car",2899,5,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",3,"Rent",1,"Skilled employee",2,1,1
1,2,18,3,"Repairs",6204,1,"Less than 4 year",2,"Male married/widowed",1,4,1,"Forties",3,"Rent",1,"Unskilled",2,2,1
1,4,12,2,"Radio or Television",804,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,36,2,"Radio or Television",3595,1,"Over 7 years",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,36,4,"Used Car",5711,4,"Over 7 years",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,3,15,2,"Business",2687,1,"Less than 7 year",2,"Male married/widowed",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,2,1
1,1,15,3,"Furniture Or Equipment",3643,1,"Over 7 years",1,"Male single",1,4,2,"Twenties",3,"Rent",2,"Unskilled",1,1,1
1,4,10,4,"Furniture Or Equipment",2146,1,"Less than 1 year",1,"Male single",1,3,1,"Twenties",3,"For free",2,"Skilled employee",1,1,1
1,1,10,2,"Radio or Television",2315,1,"Over 7 years",3,"Male married/widowed",1,4,1,"Fifties",3,"Rent",1,"Unskilled",1,1,1
1,4,5,2,"Business",3448,1,"Less than 7 year",1,"Male married/widowed",1,4,1,"Over Seventy",3,"Rent",1,"Unskilled",1,1,1
1,4,15,2,"Furniture Or Equipment",2708,1,"Less than 1 year",2,"Male married/widowed",1,3,2,"Twenties",1,"Rent",2,"Unskilled",1,1,1
1,4,11,4,"New Car",1393,1,"Less than 1 year",4,"Male single",1,4,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,1,1
1,3,10,2,"Furniture Or Equipment",1275,1,"Less than 1 year",4,"Male single",1,2,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,9,2,"Furniture Or Equipment",1313,1,"Over 7 years",1,"Male married/widowed",1,4,3,"under 20",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,2,"Radio or Television",1493,1,"Less than 1 year",4,"Male single",1,3,3,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
1,4,22,2,"Radio or Television",2675,3,"Over 7 years",3,"Male married/widowed",1,4,3,"Forties",3,"Rent",1,"Skilled employee",1,1,1
1,2,9,2,"Radio or Television",2118,1,"Less than 4 year",2,"Male married/widowed",1,2,1,"Thirties",3,"Rent",1,"Unskilled",2,1,1
1,4,36,2,"New Car",909,3,"Over 7 years",4,"Male married/widowed",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,4,"Furniture Or Equipment",1258,1,"Less than 1 year",2,"Male single",1,4,2,"Twenties",3,"For free",2,"Unskilled",1,1,1
1,4,15,1,"Radio or Television",1569,2,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",1,"Rent",1,"Unskilled",2,1,1
1,4,6,2,"Used Car",1236,3,"Less than 4 year",2,"Male married/widowed",1,4,2,"Fifties",3,"For free",1,"Skilled employee",1,1,1
1,4,36,3,"Furniture Or Equipment",7678,3,"Less than 7 year",2,"Male single",1,4,3,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,4,6,2,"Repairs",660,3,"Less than 7 year",2,"Female",1,4,1,"Twenties",3,"For free",1,"Unskilled",1,1,1
1,4,24,2,"Furniture Or Equipment",2835,3,"Over 7 years",3,"Male married/widowed",1,4,2,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"Used Car",2670,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,12,1,"Retraining",3447,3,"Less than 4 year",4,"Male single",1,3,1,"Thirties",3,"Rent",1,"Unskilled",2,1,1
1,4,15,2,"Radio or Television",3568,1,"Over 7 years",4,"Male single",1,2,3,"Fifties",1,"For free",1,"Highly qualified employee",1,2,1
1,2,21,4,"Business",3652,1,"Less than 7 year",2,"Male married/widowed",1,3,2,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,1,24,2,"Radio or Television",3660,1,"Less than 4 year",2,"Male single",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,3,9,2,"Radio or Television",1126,2,"Over 7 years",2,"Male Divorced",1,4,1,"Forties",3,"Rent",1,"Skilled employee",1,1,1
1,3,6,3,"Radio or Television",683,1,"Less than 1 year",2,"Male single",1,1,2,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
1,3,12,2,"Furniture Or Equipment",2251,1,"Less than 4 year",1,"Male single",1,2,3,"Forties",3,"Rent",1,"Unskilled",1,1,1
1,4,12,2,"Used Car",4675,5,"Less than 1 year",1,"Male single",1,4,3,"under 20",3,"For free",1,"Skilled employee",1,1,1
1,2,21,3,"New Car",2353,1,"Less than 4 year",1,"Male Divorced",1,4,2,"Forties",3,"Rent",2,"Skilled employee",1,1,1
1,1,21,2,"Radio or Television",3357,4,"Less than 1 year",4,"Male single",1,2,3,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
1,4,6,2,"New Car",672,1,"Unemployed",1,"Male single",1,4,1,"Fifties",3,"Rent",1,"Unemployed/unskilled",1,2,1
1,1,6,4,"Radio or Television",338,3,"Over 7 years",4,"Male married/widowed",1,4,3,"Fifties",3,"Rent",2,"Skilled employee",1,1,1
1,4,9,2,"Radio or Television",2697,1,"Less than 4 year",1,"Male married/widowed",1,2,1,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
1,4,9,2,"New Car",2507,3,"Over 7 years",2,"Male married/widowed",1,4,4,"Fifties",3,"Own",1,"Unskilled",1,1,1
1,4,15,3,"Radio or Television",1478,1,"Less than 4 year",4,"Female",1,3,1,"Thirties",1,"Rent",2,"Skilled employee",1,1,1
1,4,12,4,"Education",3565,5,"Less than 1 year",2,"Male married/widowed",1,1,2,"Thirties",3,"Rent",2,"Unskilled",2,1,1
1,4,15,2,"Furniture Or Equipment",2221,3,"Less than 4 year",2,"Male single",1,4,3,"under 20",3,"For free",1,"Skilled employee",1,1,1
1,4,6,4,"Radio or Television",1898,5,"Less than 4 year",1,"Male married/widowed",1,2,1,"Thirties",3,"Rent",2,"Unskilled",2,1,1
1,2,6,3,"Business",1449,2,"Over 7 years",1,"Male Divorced",1,2,3,"Thirties",1,"Rent",2,"Skilled employee",2,1,1
1,4,15,3,"Furniture Or Equipment",960,4,"Less than 7 year",3,"Male single",1,2,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,36,2,"Used Car",8133,1,"Less than 4 year",1,"Male single",1,2,2,"Thirties",1,"Rent",1,"Skilled employee",1,1,1
1,4,9,2,"Furniture Or Equipment",2301,2,"Less than 1 year",2,"Male single",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,6,3,"Business",1743,2,"Less than 4 year",1,"Male married/widowed",1,2,1,"Thirties",3,"Rent",2,"Unskilled",1,1,1
1,2,12,2,"Furniture Or Equipment",983,4,"Less than 1 year",1,"Male single",1,4,1,"under 20",3,"For free",1,"Unskilled",1,1,1
1,4,18,3,"Radio or Television",2320,1,"Unemployed",2,"Female",1,3,1,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,1,12,1,"Retraining",339,1,"Over 7 years",4,"Female",1,1,3,"Forties",1,"Rent",1,"Unskilled",1,1,1
1,3,24,2,"Radio or Television",5152,1,"Less than 7 year",4,"Male married/widowed",1,2,3,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
1,3,24,2,"Furniture Or Equipment",3749,1,"Less than 1 year",2,"Male single",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,9,4,"Radio or Television",3074,5,"Less than 4 year",1,"Male married/widowed",1,2,1,"Thirties",3,"Rent",2,"Skilled employee",2,1,1
0,3,9,2,"Radio or Television",745,1,"Less than 4 year",3,"Male single",1,2,1,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,4,24,2,"New Car",1469,2,"Over 7 years",4,"Female",1,4,1,"Forties",3,"For free",1,"Unskilled",1,1,1
1,1,6,2,"Furniture Or Equipment",1374,1,"Less than 4 year",1,"Male married/widowed",1,2,1,"Thirties",1,"Rent",1,"Unskilled",1,2,1
1,4,6,1,"New Car",783,5,"Less than 4 year",1,"Male married/widowed",3,2,1,"Twenties",2,"Rent",1,"Unskilled",2,1,1
1,1,21,2,"Radio or Television",2606,1,"Less than 1 year",4,"Male single",1,4,2,"Twenties",3,"For free",1,"Highly qualified employee",1,2,1
1,4,54,0,"Used Car",9436,5,"Less than 4 year",2,"Male married/widowed",1,2,2,"Thirties",3,"Rent",1,"Unskilled",2,1,1
1,4,12,4,"Radio or Television",930,5,"Over 7 years",4,"Male married/widowed",1,4,1,"Sixties",3,"Rent",4,"Skilled employee",1,1,1
1,4,48,4,"Used Car",2751,5,"Over 7 years",4,"Male married/widowed",1,3,3,"Thirties",3,"Rent",2,"Skilled employee",2,2,1
1,4,6,4,"New Car",250,4,"Less than 4 year",2,"Male single",1,2,1,"Forties",1,"Rent",2,"Unskilled",1,1,1
1,2,24,2,"New Car",1201,1,"Less than 1 year",4,"Male married/widowed",1,1,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,1,6,2,"New Car",662,1,"Less than 1 year",3,"Male married/widowed",1,4,1,"Forties",3,"Rent",1,"Unskilled",2,2,1
1,4,15,2,"Used Car",1300,5,"Over 7 years",4,"Male married/widowed",1,4,4,"Forties",1,"Own",1,"Skilled employee",2,1,1
1,4,24,1,"Business",1559,1,"Less than 7 year",4,"Male married/widowed",1,4,3,"Forties",1,"Rent",1,"Skilled employee",1,2,1
1,3,12,2,"Radio or Television",3016,1,"Less than 4 year",3,"Female",1,1,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,15,4,"Radio or Television",1360,1,"Less than 4 year",4,"Male married/widowed",1,2,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,6,0,"New Car",1204,2,"Less than 4 year",4,"Male married/widowed",1,1,4,"Thirties",1,"For free",1,"Skilled employee",1,1,2
1,4,10,2,"New Car",1597,3,"Less than 4 year",3,"Male married/widowed",1,2,4,"Forties",3,"For free",1,"Unskilled",2,1,2
1,4,12,2,"Radio or Television",2073,2,"Less than 4 year",4,"Male single",2,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,11,2,"Business",2142,4,"Over 7 years",1,"Male Divorced",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,1,10,4,"Furniture Or Equipment",2132,5,"Less than 1 year",2,"Male single",2,3,1,"Twenties",3,"For free",2,"Skilled employee",1,1,2
1,4,10,2,"New Car",1546,1,"Less than 4 year",3,"Male married/widowed",1,2,1,"Thirties",3,"Rent",1,"Unskilled",2,1,2
1,4,24,4,"New Car",1287,4,"Over 7 years",4,"Male single",1,4,1,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,4,10,2,"New Car",1418,2,"Less than 4 year",3,"Male married/widowed",1,2,1,"Thirties",3,"For free",1,"Unskilled",1,1,2
1,3,6,4,"New Car",1343,1,"Over 7 years",1,"Male married/widowed",1,4,1,"Forties",3,"Rent",2,"Skilled employee",2,1,2
1,4,18,2,"New Car",2662,5,"Less than 7 year",4,"Male married/widowed",1,3,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,2
1,4,18,4,"Radio or Television",6070,1,"Over 7 years",3,"Male married/widowed",1,4,3,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,4,24,4,"Education",1927,5,"Less than 4 year",3,"Male single",1,2,3,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,4,18,4,"Radio or Television",2404,1,"Less than 4 year",2,"Male single",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,6,4,"Radio or Television",1554,1,"Less than 7 year",1,"Male single",1,2,3,"Twenties",3,"For free",2,"Skilled employee",1,2,1
1,4,22,2,"New Car",1283,5,"Less than 7 year",4,"Male single",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,24,3,"New Car",717,5,"Over 7 years",4,"Female",1,4,3,"Fifties",3,"Rent",2,"Skilled employee",1,2,1
1,1,24,2,"Furniture Or Equipment",1747,1,"Less than 1 year",4,"Male married/widowed",2,1,2,"Twenties",3,"Rent",1,"Unskilled",1,1,2
1,1,9,4,"Repairs",1288,2,"Over 7 years",3,"Male married/widowed",3,4,1,"Forties",3,"Rent",2,"Skilled employee",2,1,2
1,1,10,4,"New Car",1038,1,"Less than 7 year",4,"Male married/widowed",2,3,2,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,4,10,2,"Used Car",2848,2,"Less than 4 year",1,"Male married/widowed",2,2,1,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
1,4,12,2,"Used Car",1413,4,"Less than 7 year",3,"Male married/widowed",1,2,2,"Fifties",3,"Rent",1,"Skilled employee",1,1,2
1,4,30,4,"Radio or Television",3077,5,"Over 7 years",3,"Male married/widowed",1,2,3,"Forties",3,"Rent",2,"Skilled employee",2,2,1
1,1,24,1,"Used Car",3632,1,"Less than 4 year",1,"Male single",3,4,3,"Twenties",1,"For free",1,"Skilled employee",1,1,2
1,4,18,4,"Used Car",3229,5,"Unemployed",2,"Male married/widowed",1,4,4,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,9,2,"New Car",3577,2,"Less than 4 year",1,"Male married/widowed",3,2,1,"Twenties",3,"For free",1,"Skilled employee",2,1,2
1,4,12,4,"New Car",682,2,"Less than 7 year",4,"Male single",1,3,3,"Fifties",3,"Rent",2,"Skilled employee",1,2,1
1,4,10,2,"Radio or Television",1924,1,"Less than 4 year",1,"Male married/widowed",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",1,2,2
1,4,10,2,"Education",727,3,"Over 7 years",4,"Male married/widowed",1,4,4,"Forties",3,"Own",1,"Skilled employee",1,2,1
1,3,10,4,"New Car",781,1,"Over 7 years",4,"Male married/widowed",1,4,4,"Sixties",3,"Own",2,"Skilled employee",1,2,1
1,1,12,4,"New Car",2121,1,"Less than 4 year",4,"Male married/widowed",1,2,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,12,4,"Education",701,1,"Less than 4 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,10,4,"Furniture Or Equipment",2069,5,"Less than 4 year",2,"Female",1,1,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,2
1,4,24,2,"New Car",1525,4,"Less than 7 year",4,"Male single",1,3,3,"Thirties",3,"Rent",1,"Skilled employee",2,2,1
1,4,48,4,"Business",7629,5,"Over 7 years",4,"Male Divorced",1,2,3,"Forties",1,"Rent",2,"Highly qualified employee",2,1,1
0,1,12,4,"New Car",3499,1,"Less than 4 year",3,"Male single",2,2,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,6,2,"Radio or Television",1346,2,"Over 7 years",2,"Male married/widowed",1,4,4,"Forties",1,"Own",1,"Skilled employee",2,2,1
1,4,36,4,"Used Car",10477,5,"Over 7 years",2,"Male married/widowed",1,4,4,"Forties",3,"Own",2,"Skilled employee",1,1,1
1,1,24,2,"Used Car",2924,1,"Less than 4 year",3,"Male married/widowed",3,4,4,"Sixties",1,"Rent",1,"Skilled employee",2,2,1
1,4,10,4,"New Car",1231,1,"Over 7 years",3,"Male married/widowed",1,4,1,"Thirties",3,"Rent",2,"Unskilled",2,1,2
1,3,18,2,"New Car",1961,1,"Over 7 years",3,"Male single",1,2,3,"Twenties",3,"Rent",1,"Highly qualified employee",1,1,1
1,4,15,4,"New Car",5045,5,"Over 7 years",1,"Male single",1,4,3,"Fifties",3,"Rent",1,"Skilled employee",1,2,1
1,4,12,4,"New Car",1255,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Sixties",3,"Rent",2,"Unskilled",1,1,1
1,1,12,2,"Furniture Or Equipment",1858,1,"Less than 1 year",4,"Male single",1,1,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,6,4,"Furniture Or Equipment",1221,5,"Less than 4 year",1,"Female",1,2,2,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,9,2,"Furniture Or Equipment",1388,1,"Less than 4 year",4,"Male single",1,2,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,12,2,"Radio or Television",2279,5,"Less than 4 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",1,2,1
1,4,12,0,"Furniture Or Equipment",2759,1,"Over 7 years",2,"Male married/widowed",1,4,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,3,24,2,"Radio or Television",1258,3,"Less than 4 year",3,"Male single",1,3,3,"Fifties",3,"Rent",1,"Unskilled",1,1,1
1,2,12,0,"Retraining",1410,1,"Less than 4 year",2,"Male married/widowed",1,2,1,"Thirties",3,"Rent",1,"Unskilled",1,2,1
1,1,15,2,"New Car",1403,1,"Less than 4 year",2,"Male single",1,4,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,1,24,2,"Furniture Or Equipment",3021,1,"Less than 4 year",2,"Male Divorced",1,2,1,"Twenties",3,"For free",1,"Unskilled",1,1,1
1,1,24,2,"Business",6568,1,"Less than 4 year",2,"Female",1,2,3,"Twenties",2,"Rent",1,"Unskilled",1,1,1
1,4,24,4,"Radio or Television",2578,4,"Over 7 years",2,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,2,24,4,"Used Car",7758,4,"Over 7 years",2,"Male single",1,4,4,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,1,6,2,"Domestic Appliances",343,1,"Less than 1 year",4,"Male single",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,21,3,"Furniture Or Equipment",1591,2,"Less than 7 year",4,"Male married/widowed",1,3,1,"Thirties",3,"Rent",2,"Highly qualified employee",1,1,1
1,1,27,2,"Radio or Television",3416,1,"Less than 4 year",3,"Male married/widowed",1,2,3,"Twenties",3,"Rent",1,"Highly qualified employee",1,1,1
